epoch,accuracy,loss,val_accuracy,val_loss
0,0.7742698,0.6135950972049955,0.8322857,0.49088043093681333
1,0.8820159,0.32081600926982035,0.8742857,0.35797894881452835
2,0.90138096,0.2701869183267866,0.88928574,0.30265443883623394
3,0.91,0.24386230718521845,0.913,0.24183545557090214
4,0.9190952,0.22234764518813482,0.903,0.2651237497329712
5,0.9242857,0.20823707953426573,0.91728574,0.24152486087594713
6,0.9275397,0.19869720579092465,0.9142857,0.2540891550779343
7,0.9323492,0.18531715150674183,0.9177143,0.23649900309528624
8,0.93561906,0.18058455700344508,0.9234286,0.23867355637890952
9,0.9373016,0.17234538107637376,0.90842855,0.2610359696490424
10,0.93874604,0.1707264301237606,0.927,0.22523817524739675
11,0.94150794,0.16658020760048003,0.9185714,0.2546099119697298
12,0.940873,0.1718390614872887,0.914,0.3413005123138428
13,0.9434762,0.16315901262041121,0.911,0.26235669457912447
14,0.94266665,0.16604672165333278,0.9201428,0.24742089642797196
15,0.9431111,0.16867448650655292,0.9168571,0.2817066292592457
16,0.94349205,0.1696049319070483,0.9187143,0.26333093994004386
17,0.94315875,0.17340455462251392,0.9244286,0.34775317076274326
18,0.94136506,0.1748017363245525,0.92285717,0.3254581697498049
19,0.9424286,0.17453120049597726,0.91557145,0.27015863960129877
20,0.9399524,0.17970257954275798,0.9152857,0.28344225209099905
21,0.9376508,0.42118069969850874,0.9168571,0.23850413191318512
22,0.93855554,0.1849075313976833,0.925,0.2564671092884881
23,0.9374603,0.1870218926989843,0.9071429,0.2730552087511335
24,0.93722224,0.1874307493822915,0.91257143,0.30664739855698175
25,0.9376032,0.21513463258364843,0.89214283,0.3514794672216688
26,0.9366825,0.19119757662311432,0.918,0.2771603967121669
27,0.9359683,0.21547563840046763,0.9267143,0.2839555839215006
28,0.93377775,0.19891376626491547,0.9002857,0.2889180240801402
29,0.93379366,0.20354062385596927,0.9111429,0.32870485567195074
30,0.93087304,0.28579975262331586,0.91557145,0.25001453208071844
31,0.9313492,0.21223462348514133,0.915,0.2701574589354651
32,0.93012697,0.4893556776008909,0.91057146,0.24598638981580734
33,0.9316825,0.20560831431926244,0.8898571,0.38301048987252373
34,0.9253651,1.0716428729579561,0.9111429,0.2449003300666809
35,0.9294127,0.21045810475992777,0.90814286,0.28336162947756904
36,0.9279841,0.23245909798334516,0.89485717,0.2996514358861106
37,0.9279524,0.2273109001545679,0.91571426,0.2507051922082901
38,0.9272698,0.2208178050896478,0.9162857,0.36825654436860766
39,0.92526984,0.22703882041053167,0.8937143,0.34796006556919645
40,0.9265556,0.2193230060178136,0.9121429,0.298359073468617
41,0.92266667,0.2879030962066045,0.8784286,0.35941347881725855
42,0.9240159,0.22816109878676277,0.9204286,0.24381544605323247
43,0.92179364,0.3021233572609841,0.9002857,0.3939921420642308
44,0.92336506,0.2332738110754225,0.855,0.46576444806371414
45,0.92112696,0.23810119897032542,0.9167143,0.2705845823458263
46,0.92101586,0.24114132076218014,0.893,0.3274441827024732
47,0.9225238,0.23329321329934258,0.8982857,0.29612058350018094
48,0.91885716,0.2506901464765034,0.8682857,0.3838432423727853
49,0.9198095,0.24217044341185737,0.9085714,0.2613305377619607
