epoch,accuracy,loss,val_accuracy,val_loss
0,0.84309524,0.4403310638401243,0.84414285,0.439304087979453
1,0.9180159,0.22213696736759608,0.89857143,0.28311381260837826
2,0.9375714,0.1724987259497718,0.9187143,0.24337408148390907
3,0.9482222,0.1418165360102578,0.9122857,0.2582374804019928
4,0.9584127,0.11542456309379093,0.9268571,0.23477694331748145
5,0.9660159,0.09415777264795606,0.91785717,0.24571525760207857
6,0.9712222,0.08076627475780154,0.9301429,0.40027613822051455
7,0.97619045,0.06945604616687412,0.9202857,0.36310440193755283
8,0.97915876,0.06195669424912286,0.92714286,0.5876170842988151
9,0.9806349,0.05823042209470083,0.9284286,0.3624472688819681
10,0.98187304,0.053405379232699196,0.93457144,0.4916578469191279
11,0.98363495,0.05692392783860366,0.91657144,0.4590603233405522
12,0.9834127,0.05101486970360081,0.915,0.32867762590306143
13,0.98414284,0.051817538701884804,0.92414284,0.6470069626740047
14,0.98411113,0.05216524240911369,0.9327143,0.5697229945659638
15,0.98463494,0.05286069566232618,0.9307143,0.5823627902099064
16,0.9852857,0.055193080974314065,0.92071426,0.6492926057236535
17,0.9848254,0.04887646689387186,0.93142855,0.6410275988067899
18,0.9842857,0.05281163743413275,0.91714287,0.3620723811302866
19,0.9841746,0.05697740749683645,0.9242857,0.6859554866041456
20,0.9844603,0.05753166053798937,0.929,0.5725395496913365
21,0.9835873,0.06765817125767676,0.92885715,0.8238413407972881
22,0.98384124,0.05929461407679178,0.9307143,1.0398222173452378
23,0.9843968,0.056238660183099524,0.9307143,0.5823149589300156
24,0.9842381,0.0613364055561482,0.93557143,0.775412842882531
25,0.9835714,0.0569670193950823,0.9237143,0.7617278865405491
26,0.9847619,0.06580273073967842,0.92228574,1.0264725588049208
27,0.9835714,0.06046832891551423,0.9265714,0.7904195580312184
28,0.9814762,0.07397395686338108,0.92385715,0.4959153722013746
29,0.9830952,0.061184444257664304,0.90314287,0.39319583120516366
30,0.98195237,0.06759348452386875,0.9185714,0.9223825198582241
31,0.9821111,0.0665439651643558,0.93285716,1.0703943222250256
32,0.98255557,0.06680785283348745,0.925,0.6185085099765233
33,0.98049206,0.08359427450851552,0.92314285,0.6000562774198396
34,0.9830159,0.06644668545068375,0.92985713,0.618515423979078
35,0.9814444,0.07633890769024572,0.92471427,0.8175688743676458
36,0.98112696,0.07598787374651089,0.9282857,0.6845003672838211
37,0.9826032,0.0677800959426141,0.92228574,0.5502112964476857
38,0.9829365,0.07961519030395836,0.92314285,0.5556122429966927
39,0.98139685,0.07125656671178646,0.91728574,0.8275920926332474
40,0.98168254,0.07341953241985741,0.9162857,1.0561827784606388
41,0.98142856,0.07528984050745322,0.927,0.9210003575427191
42,0.9812222,0.07692568837945897,0.9202857,0.8392393802574702
43,0.9810635,0.07376533351573974,0.92214286,0.7889410553319114
44,0.98009527,0.07812703751801468,0.91785717,0.5973161130292075
45,0.9795079,0.10332396805921333,0.9185714,0.4474887650609016
46,0.97966665,0.08153389022111086,0.9252857,0.6020822856298514
47,0.9804286,0.07901215001266627,0.895,0.545727897644043
48,0.9807302,0.08227176778092389,0.9177143,0.5530656030688967
49,0.9808413,0.078724902266114,0.9242857,0.7460145899568286
