epoch,accuracy,loss,val_accuracy,val_loss
0,0.7817619,0.5934010527852982,0.793,0.5219471972329276
1,0.8825397,0.32331160191505676,0.87385714,0.34587653854915074
2,0.89992064,0.2751655210653941,0.8922857,0.2887289323125567
3,0.9108254,0.2435378758869474,0.9104286,0.2609890309061323
4,0.91784126,0.22453056841426425,0.9038572,0.2876101473399571
5,0.9223016,0.2115660388639995,0.90685713,0.29460923855645316
6,0.927381,0.19802935702365543,0.91885716,0.25135130301543646
7,0.93185717,0.1871909964727977,0.90828574,0.28505155321529935
8,0.9346667,0.18206594003405835,0.92214286,0.2618310091836112
9,0.9366825,0.17613969439551944,0.89585716,0.3761291085992541
10,0.93885714,0.17143735489958808,0.92457145,0.24031680628231594
11,0.9401587,0.1677001424129047,0.92085713,0.2894004361459187
12,0.9420952,0.16373108825607904,0.918,0.38310098470960346
13,0.9420159,0.16472492415942844,0.92628574,0.2748313185828073
14,0.945127,0.15965671920870977,0.9277143,0.2252852165869304
15,0.94385713,0.1580058018962542,0.92214286,0.3108286465917315
16,0.94385713,0.16306476051088364,0.9147143,0.31272264705385483
17,0.94498414,0.16273520481775677,0.92885715,0.23492712436403548
18,0.94398415,0.16440510938281105,0.91914284,0.2617429025854383
19,0.9433333,0.16896068230791697,0.9114286,0.28597818660736085
20,0.9428413,0.1695189232395755,0.9235714,0.29784375957080295
21,0.94142854,0.17332783327074278,0.9282857,0.2652997258731297
22,0.94092065,0.17373253818353018,0.902,0.30999043069567
23,0.9406984,0.17431326346359555,0.92742854,0.22926446110861642
24,0.94150794,0.18214576646259853,0.9122857,0.32102174857684546
25,0.94031745,0.1748618429274786,0.92642856,0.27412123816353934
26,0.9390635,0.19075348200495282,0.9045714,0.28173652516092573
27,0.93785715,0.19074183867658887,0.92642856,0.26652935808045525
28,0.9374286,0.18695586971063463,0.9152857,0.26991475902284895
29,0.9377143,0.18768648615337555,0.89042854,0.322605908700398
30,0.9356667,0.19618053162287152,0.9197143,0.5758218046426773
31,0.9334127,0.19793646738548126,0.92385715,0.29417916304724556
32,0.93236506,0.23294106831626288,0.902,0.29633816201346264
33,0.93273014,0.21525850242660158,0.90985715,0.28213844653538295
34,0.9323016,0.19954608532739065,0.917,0.24258818762642997
35,0.93150795,0.20767151148451699,0.9187143,0.28015778279304504
36,0.92990476,0.20919700605812527,0.92242855,0.3011057436125619
37,0.929,0.3195679065689208,0.9225714,0.2743039568492344
38,0.9309365,0.20798756083231124,0.92,0.25375124635015217
39,0.93090475,0.21010946553034915,0.9261429,0.4975273621422904
40,0.9300635,0.22815790613870773,0.915,0.35630769310678756
41,0.928619,0.26738136737072277,0.92385715,0.2650879201889038
42,0.92758733,0.21514716706294862,0.922,0.26286407433237347
43,0.926,0.2506167695692607,0.89657146,0.3143546971252986
44,0.9241111,0.2410408247690352,0.91057146,0.2621993044785091
45,0.9229048,0.2581590563891426,0.9047143,0.2646312666279929
46,0.9223016,0.24883300639901842,0.9197143,0.25240564775466917
47,0.92326987,0.23642085171502733,0.9057143,0.2731877255780356
48,0.92273015,0.23358007426299746,0.91342854,0.3031672697067261
49,0.9214762,0.2822866525044517,0.8932857,0.37414920602525986
