epoch,accuracy,loss,val_accuracy,val_loss
0,0.83359724,0.46343381669786243,0.85775,0.348382453918457
1,0.90609723,0.25375360658433704,0.916625,0.23137816625833513
2,0.9227222,0.2109687824116813,0.92475,0.22879984152317048
3,0.9317639,0.18536432429154714,0.925125,0.20536127018928527
4,0.93916667,0.16797023169199626,0.934375,0.18979048240184784
5,0.94418055,0.15346873874796763,0.93275,0.18721189677715303
6,0.9481111,0.1461347413874335,0.941875,0.18341024124622346
7,0.9512639,0.13766913633876376,0.939875,0.19594619101285934
8,0.9537361,0.1317515814916955,0.939625,0.25842105838656426
9,0.95469445,0.12728664820061789,0.936875,0.19248360025882721
10,0.9558194,0.12654104199674393,0.93925,0.1902728614807129
11,0.9574583,0.12478551106154918,0.930375,0.25633527076244356
12,0.9581528,0.12069431906276279,0.9425,0.1761559202671051
13,0.9593195,0.12050028283066219,0.940875,0.20488274598121642
14,0.95927775,0.1212806135730611,0.939875,0.20014645898342132
15,0.95730555,0.12469449783696068,0.93875,0.21202205312252045
16,0.9589722,0.12285882845355404,0.938125,0.1978984409570694
17,0.9584305,0.12635565232568316,0.942,0.22833217334747313
18,0.9600694,0.1441284445491102,0.93475,0.18383749163150787
19,0.959375,0.132723288834095,0.93975,0.20289679110050202
20,0.9591389,0.1234139167037275,0.9315,0.19001707243919372
21,0.9583194,0.12730260924994946,0.93525,0.20821591305732728
22,0.95818055,0.13333380902392997,0.935125,0.21954542672634125
23,0.95934725,0.12711502443419562,0.939,0.21085590028762818
24,0.9559583,0.1420478542811341,0.934875,0.1939392272233963
25,0.9571111,0.22277813209924432,0.9395,0.23098106795549392
26,0.957,0.13410126011570295,0.936375,0.19318767738342285
27,0.95577776,0.1366549135612117,0.939125,0.21969117373228073
28,0.95513886,0.15549207015004424,0.935125,0.27927388751506804
29,0.9543055,0.13822585650285085,0.93825,0.303928768157959
30,0.95459723,0.13927284072505103,0.94,0.20579603457450868
31,0.95558333,0.18575406595071156,0.939875,0.19658024883270264
32,0.9552917,0.13513202571868896,0.93475,0.2425460149049759
33,0.95416665,0.15181335341599253,0.938125,0.32311857569217683
34,0.95416665,0.14591064676973556,0.93025,0.26937803673744204
35,0.9530278,0.14265727804104486,0.94075,0.20011858707666397
36,0.9517222,0.23523652534352407,0.92875,0.20820141899585723
37,0.95341665,0.14175765940215854,0.93025,0.20194226282835007
38,0.95352775,0.14724061979684563,0.921,0.29433203214406967
39,0.9525139,0.1478758626514011,0.92425,0.2293099092245102
40,0.95225,0.14834760872191852,0.937,0.22399670338630676
41,0.9508889,0.15004265492492252,0.935875,0.2193703657388687
42,0.95134723,0.16438145491149692,0.93525,0.21535702890157699
43,0.95156944,0.1521170327597194,0.936375,0.23429370725154877
44,0.9480139,0.3590354907049073,0.938,0.1925961698591709
45,0.9493194,0.1549973054793146,0.93825,0.21340898305177688
46,0.94959724,0.16387784019443724,0.927125,0.255014261841774
47,0.94854164,0.184765463348892,0.9175,0.23413687205314637
48,0.9477917,0.15893268465995788,0.935625,0.20918316477537155
49,0.9502639,0.16711904441316922,0.93275,0.19884027683734895
