epoch,accuracy,loss,val_accuracy,val_loss
0,0.8379206,0.44665924312197974,0.89442855,0.3063985504763467
1,0.9123492,0.24015606530318184,0.8978571,0.27355767216001237
2,0.92639685,0.2012417597567278,0.92985713,0.20935093322822027
3,0.93606347,0.17512594178933946,0.9211429,0.22180611249378748
4,0.9423492,0.15681584220083933,0.91914284,0.24376515790394374
5,0.94857144,0.1448464292573728,0.93685716,0.22035776678153446
6,0.95255554,0.13568324820673655,0.93957144,0.2368477520942688
7,0.9556508,0.125504396917328,0.9234286,0.27443927601405554
8,0.95842856,0.12242186138246741,0.9392857,0.2566249499661582
9,0.95955557,0.11742523003428701,0.93685716,0.25616333385876244
10,0.9606032,0.11334059498423622,0.921,0.32337569386618475
11,0.96149206,0.11130669513770512,0.92914283,0.21229444973809378
12,0.9627143,0.11015309186587258,0.9258571,0.23402766369070327
13,0.96339685,0.10804336654430344,0.9372857,0.30883874470846995
14,0.9626667,0.1106038565957357,0.92485714,0.24848367026873996
15,0.9633492,0.10939351965829966,0.9365714,0.23764381272452217
16,0.96433336,0.10891115280560085,0.9225714,0.23308429210526602
17,0.96414286,0.10897570419689966,0.93214285,0.2096964053767068
18,0.9641111,0.10627943881731185,0.93385714,0.3252982747554779
19,0.96342856,0.11172730832984523,0.9357143,0.2523628837210791
20,0.96380955,0.11188896941476398,0.93685716,0.2248766827242715
21,0.9628571,0.10824572851828167,0.93714285,0.22909021355424608
22,0.9619206,0.12545549238201173,0.93114287,0.2617710665975298
23,0.9642698,0.11165296332041423,0.9337143,0.3329056386607034
24,0.9629365,0.12004874128197866,0.9182857,0.23597531608172825
25,0.96331745,0.11408792896914326,0.9397143,0.2794608002560479
26,0.9619841,0.1198173684638644,0.93485713,0.20089682246957508
27,0.9613651,0.1230239192985353,0.9242857,0.2256696709224156
28,0.9618413,0.11911446952630603,0.92957145,0.2790105938741139
29,0.961127,0.12148040886152359,0.92,0.24865913915634155
30,0.9591746,0.1399876349729205,0.9337143,0.20514697991098677
31,0.95890474,0.12411745858097833,0.93628573,0.2347979049342019
32,0.95903176,0.134901452040625,0.93314284,0.27138590063367574
33,0.9584762,0.1408794466048952,0.9352857,0.23706773817539215
34,0.9588571,0.1332207845175077,0.9342857,0.22244495259012495
35,0.957873,0.13107725082124982,0.91414285,0.2432531431061881
36,0.9571111,0.20534854778458203,0.9292857,0.2931614488703864
37,0.9554921,1.1941440157980199,0.938,0.29285531975541795
38,0.95796824,0.13216351461771225,0.93628573,0.26787357785020555
39,0.9564127,0.13828650257417133,0.93485713,0.31735181541102275
40,0.95755553,0.1406238586845852,0.922,0.2260996605328151
41,0.95615876,0.13998302739669405,0.9294286,0.4561432794162205
42,0.9554921,0.1647452250974519,0.93485713,0.29859607546670097
43,0.9550159,0.14184998794160192,0.9334286,0.2267057375397001
44,0.95566666,0.13955505749819772,0.9287143,0.258943181174142
45,0.9550159,0.13975375906247942,0.9212857,0.23880053528717585
46,0.9545714,0.14631449799310595,0.9285714,0.23555801609584262
47,0.95323807,0.29447627055786907,0.93642855,0.3461268650463649
48,0.95414287,0.1564836514601632,0.8744286,0.4489813688141959
49,0.95368254,0.18083174861801996,0.9282857,0.23421146479674748
