epoch,accuracy,loss,val_accuracy,val_loss
0,0.83401585,0.4649048472359067,0.8862857,0.31409406314577376
1,0.91052383,0.24023430562776232,0.9064286,0.2502854163476399
2,0.927,0.20077821473180066,0.9154286,0.2554199384706361
3,0.93673015,0.1757726080228412,0.92785716,0.21523394294295992
4,0.94326985,0.1581474225927913,0.93142855,0.2096524508680616
5,0.94714284,0.14615368494344136,0.9261429,0.2080170333981514
6,0.95168257,0.13710904590099576,0.93471426,0.21247752296073097
7,0.9556349,0.12926124627391497,0.93142855,0.2224042449593544
8,0.9566984,0.12305146931845044,0.9282857,0.22939772891998292
9,0.95892066,0.11654260002620637,0.92142856,0.306873468535287
10,0.96077776,0.1161295101689914,0.93957144,0.2453906671489988
11,0.9618254,0.1121368264195524,0.933,0.2834860075201307
12,0.96126986,0.11286810703126211,0.9334286,0.30915319590057644
13,0.9632222,0.1083343873932248,0.93557143,0.24467533583300455
14,0.9626984,0.10960939041205815,0.9267143,0.3017795646531241
15,0.9630476,0.10981453950442965,0.9307143,0.23028363246577127
16,0.9623333,0.1111263183979761,0.9265714,0.22481742571081434
17,0.96406347,0.11035996910693154,0.9258571,0.2506092950957162
18,0.9643016,0.11095005138809719,0.93785715,0.3226194062658719
19,0.96444446,0.11088266090930454,0.9357143,0.2599556575502668
20,0.964381,0.11008513159056504,0.9332857,0.2551119192327772
21,0.9625397,0.11525132348234692,0.93557143,0.3462267196348735
22,0.9632381,0.11564531383249495,0.933,0.2279385106393269
23,0.9625238,0.11473950121705494,0.925,0.25707464633669175
24,0.9628571,0.11436565684621769,0.93614286,0.21551398061003005
25,0.96246034,0.1158498260024048,0.93628573,0.23521230136922427
26,0.9614286,0.11872855370006864,0.9251429,0.29082137439080646
27,0.9614603,0.12056697323776427,0.931,0.2818913583670344
28,0.9600159,0.1316904689470927,0.92414284,0.5353132323707853
29,0.9608254,0.12267910100354089,0.9374286,0.29848074327196394
30,0.9608413,0.12074876736524323,0.93785715,0.2305625042489597
31,0.9597778,0.12984195484055414,0.93214285,0.27375880811044145
32,0.9603016,0.12589662090937295,0.9232857,0.24565899215425763
33,0.9589365,0.13204711172694253,0.9111429,0.4670032614980425
34,0.9570317,0.13514377313000817,0.9277143,0.2564401614325387
35,0.95961905,0.12875928045785617,0.93471426,0.2638846980333328
36,0.95812696,0.13188834965796697,0.93128574,0.3467958914041519
37,0.9585238,0.133366677089343,0.9195714,0.2867779805149351
38,0.95755553,0.13974471551179884,0.9285714,0.8566384039350918
39,0.95544446,0.13776877972199802,0.93042856,0.5393968240533557
40,0.95755553,0.15727336560355293,0.9234286,0.26708180582523344
41,0.9544127,0.1483358680639002,0.9267143,0.26085960881199155
42,0.9562381,0.15302389344431105,0.929,0.3722561282430376
43,0.95428574,0.14449735883587883,0.9127143,0.2568042711700712
44,0.9546349,0.16664104456750173,0.923,0.36257543152570726
45,0.9527619,0.15000157917965026,0.93357146,0.25389735279764447
46,0.95282537,0.15834745980065967,0.91814286,0.29998204845190046
47,0.9518095,0.1546275589636394,0.92471427,0.24819851095335824
48,0.95092064,0.1587512576636814,0.92728573,0.24952332369770322
49,0.95025396,0.16491257869203885,0.927,0.2609047671811921
